alert_id,traveler_id,passport_number,alert_type,severity,issued_by,issued_date,expiry_date,is_active,notes
1919,147218,SYR76756231,Trafficking,Medium,ISI,2025-12-07,2027-09-09,1,Reported by foreign intelligence liaison.
1920,38746,PAK33578609,Security,High,Border Security Force,2025-10-25,,1,
1921,47901,IRQ66218731,Interpol,Critical,FIA Counter-Terrorism Wing,2025-10-15,,1,Associated with known smuggling network.
1922,78950,SYR51210564,Smuggling,Medium,FIA Cyber Crime Wing,2025-02-25,2025-06-06,1,Tip-off received from confidential informant.
1923,72938,,Lost Document,Critical,ISI,2025-11-04,2027-06-18,1,Interpol Red Notice reference: A-1512/2025.
1924,84801,TUR23286129,Immigration Violation,Medium,FIA Counter-Terrorism Wing,2025-05-21,2026-05-15,1,Document discrepancy detected during verification.
1925,67112,SYR99170767,Fraud,High,Punjab Police CTD,2025-11-02,2026-03-18,1,Document discrepancy detected during verification.
1926,87655,PAK95386752,ECL,Critical,FIA Cyber Crime Wing,2025-08-02,2026-11-01,0,
1927,56167,PAK86835175,Immigration Violation,Low,Interpol NCB Islamabad,2025-01-27,,1,Subject flagged during routine screening at Torkham Border.
1928,123188,AFG99281186,Immigration Violation,Medium,IB (Intelligence Bureau),2025-04-08,2026-12-10,1,Subject identified through biometric cross-match.
1929,32182,PAK14982726,Criminal,Critical,FIA Cyber Crime Wing,2025-01-03,,0,Associated with known smuggling network.
1930,70649,AFG60903898,Interpol,Critical,KP Police CTD,2025-08-04,,1,Subject used altered travel documents.
1931,16691,PAK66117785,Criminal,Critical,NAB (National Accountability Bureau),2025-09-14,2026-07-26,1,Alert raised based on travel pattern analysis.
1932,148315,AFG24400685,Security,Critical,UNHCR Referral,2025-05-04,2026-04-17,1,ECL match confirmed during departure screening.
1933,56347,EGY51003896,Immigration Violation,Low,Ministry of Interior,2025-10-19,2027-08-30,1,Repeated visa violations across multiple jurisdictions.
1934,43280,SYR24295236,Interpol,Critical,UNHCR Referral,2025-01-01,2026-09-11,0,Subject flagged during routine screening at Wagah Border.
1935,122478,DEU85099989,Smuggling,Critical,FIA Immigration Wing,2025-09-03,2027-03-03,0,Interpol Red Notice reference: A-5600/2025.
1936,135037,AFG18684382,Immigration Violation,Medium,Ministry of Interior,2025-03-13,2025-07-04,1,Reported by foreign intelligence liaison.
1937,42364,SYR18722074,Smuggling,High,Sindh Police CTD,2025-09-10,2026-02-16,1,Multiple entry/exit irregularities within 90-day period.
1938,1168,AFG60565706,Security,Critical,Ministry of Interior,2025-11-01,2027-03-17,0,Subject used altered travel documents.
1939,46263,,Criminal,High,ANF (Anti-Narcotics Force),2025-05-20,2027-01-17,1,Financial transaction monitoring triggered alert.
1940,86349,LKA71983481,Immigration Violation,High,KP Police CTD,2025-12-14,2026-08-03,1,Financial transaction monitoring triggered alert.
1941,118970,AFG89979760,Immigration Violation,Medium,KP Police CTD,2025-01-20,,0,
1942,73837,BGD14356438,Immigration Violation,High,Ministry of Interior,2025-05-21,2026-05-21,1,Alert raised based on travel pattern analysis.
1943,62077,SSD25762695,Security,Critical,ISI,2025-07-07,2026-08-24,1,ECL match confirmed during departure screening.
1944,142997,PAK76516250,ECL,Critical,NACTA,2025-02-17,2026-02-06,1,
1945,119535,PAK16046569,ECL,High,Interpol NCB Islamabad,2025-05-01,2026-10-05,1,Document discrepancy detected during verification.
1946,47645,PAK27526868,Immigration Violation,Low,Interpol NCB Islamabad,2025-09-13,,1,
1947,31881,IND67188446,Immigration Violation,High,ISI,2025-09-07,2026-06-18,1,Reported by foreign intelligence liaison.
1948,88493,LBY23958250,Immigration Violation,Critical,FIA Cyber Crime Wing,2025-02-13,2026-03-17,0,Associated with known smuggling network.
1949,116897,PAK65024743,Security,Medium,KP Police CTD,2025-11-17,2027-11-13,1,Document discrepancy detected during verification.
1950,62595,DEU12589719,Fraud,Medium,KP Police CTD,2025-05-13,2026-05-25,1,Repeated visa violations across multiple jurisdictions.
1951,68623,NGA46021477,Fraud,Medium,Ministry of Interior,2025-10-08,2027-06-20,0,Document discrepancy detected during verification.
1952,90466,IND71190095,Trafficking,Low,ISI,2025-11-21,2026-11-29,1,Financial transaction monitoring triggered alert.
1953,140482,MMR76673870,Security,High,FIA Cyber Crime Wing,2025-05-12,,1,Financial transaction monitoring triggered alert.
1954,77846,SSD24751679,Security,High,FIA Counter-Terrorism Wing,2025-03-14,2026-10-24,1,Subject used altered travel documents.
1955,98034,YEM80428604,Immigration Violation,Medium,Punjab Police CTD,2025-05-15,,1,Document discrepancy detected during verification.
1956,141105,AFG86829721,Smuggling,High,FIA Cyber Crime Wing,2025-05-23,2026-02-25,0,ECL match confirmed during departure screening.
1957,81001,AFG65446950,Security,Medium,Ministry of Interior,2025-12-01,2027-09-07,1,Subject used altered travel documents.
1958,59148,CHN41850828,Immigration Violation,High,KP Police CTD,2025-03-04,2026-10-15,1,Repeated visa violations across multiple jurisdictions.
1959,106954,AFG99459371,Security,High,IB (Intelligence Bureau),2025-08-08,2027-01-24,1,
1960,90882,SYR31278837,Trafficking,Critical,KP Police CTD,2025-08-02,2026-10-24,1,Interpol Red Notice reference: A-2488/2025.
1961,51382,SOM30443040,Security,High,ANF (Anti-Narcotics Force),2025-11-14,2026-06-16,1,Multiple entry/exit irregularities within 90-day period.
1962,84555,AFG35409033,Security,High,FIA Counter-Terrorism Wing,2025-01-16,,1,Financial transaction monitoring triggered alert.
1963,43983,UZB40615048,Security,Critical,Foreign Government Request,2025-04-10,2025-09-07,1,Reported by foreign intelligence liaison.
1964,28716,PAK63774464,ECL,Critical,Border Security Force,2025-09-03,2026-04-18,1,Multiple entry/exit irregularities within 90-day period.
1965,31143,AFG29087665,Criminal,High,Ministry of Interior,2025-01-04,,1,Subject linked to ongoing investigation case #81881.
1966,139145,TJK16621923,Immigration Violation,Medium,FIA Counter-Terrorism Wing,2025-03-09,,1,Subject linked to ongoing investigation case #43045.
1967,84517,PAK55042280,Criminal,High,ISI,2025-06-04,2026-09-06,1,Associated with known smuggling network.
1968,128538,,Interpol,Critical,Sindh Police CTD,2025-07-19,2027-05-04,1,
1969,99808,MMR26493795,Immigration Violation,Medium,Punjab Police CTD,2025-12-19,,1,Interpol Red Notice reference: A-9309/2025.
1970,73053,PAK70132138,Immigration Violation,Medium,KP Police CTD,2025-09-17,2026-03-30,0,Subject identified through biometric cross-match.
1971,61447,PAK90959643,ECL,Medium,NAB (National Accountability Bureau),2025-05-03,2027-01-16,1,Tip-off received from confidential informant.
1972,47467,AFG58249045,Immigration Violation,Medium,NACTA,2025-03-26,,1,Multiple entry/exit irregularities within 90-day period.
1973,368,AFG73574016,Immigration Violation,High,Ministry of Interior,2025-04-05,2026-05-21,1,Reported by foreign intelligence liaison.
1974,20079,AFG16961519,Security,Medium,UNHCR Referral,2025-08-01,,1,ECL match confirmed during departure screening.
1975,80730,AFG64844751,Fraud,High,IB (Intelligence Bureau),2025-05-15,,1,Tip-off received from confidential informant.
1976,62328,PAK72675252,Immigration Violation,High,Interpol NCB Islamabad,2025-02-11,2025-05-16,0,Multiple entry/exit irregularities within 90-day period.
1977,47624,AFG46559645,Interpol,Critical,FIA Cyber Crime Wing,2025-07-17,2027-06-30,1,Document discrepancy detected during verification.
1978,67536,SYR61032520,Smuggling,High,ISI,2025-03-06,2026-08-19,1,Subject used altered travel documents.
1979,83431,AFG77564976,Interpol,High,UNHCR Referral,2025-06-09,,0,Financial transaction monitoring triggered alert.
1980,33858,LBY52196870,Criminal,Medium,ANF (Anti-Narcotics Force),2025-02-19,2025-12-09,1,Subject used altered travel documents.
1981,52211,PAK20868172,Smuggling,High,UNHCR Referral,2025-09-27,2027-05-02,1,Associated with known smuggling network.
1982,51987,BGD74184637,Lost Document,Low,FIA Counter-Terrorism Wing,2025-05-05,2025-08-14,0,ECL match confirmed during departure screening.
1983,109664,PAK33531526,ECL,Critical,Foreign Government Request,2025-06-11,2027-02-20,0,
1984,69225,PAK54293969,Smuggling,High,NACTA,2025-02-02,2025-07-22,1,ECL match confirmed during departure screening.
1985,12372,PAK95069142,Trafficking,Critical,NAB (National Accountability Bureau),2025-08-14,,1,Tip-off received from confidential informant.
1986,14509,IND35108577,Security,High,Interpol NCB Islamabad,2025-07-01,2027-03-19,1,Subject used altered travel documents.
1987,20564,BGD63373379,Immigration Violation,Low,Interpol NCB Islamabad,2025-06-02,2026-08-20,1,ECL match confirmed during departure screening.
1988,21748,AFG94692582,Interpol,Critical,FIA Counter-Terrorism Wing,2025-01-19,2026-10-06,1,Subject used altered travel documents.
1989,35132,,Fraud,High,Interpol NCB Islamabad,2025-03-22,2025-11-11,1,Tip-off received from confidential informant.
1990,133616,AFG45567317,Criminal,High,Border Security Force,2025-02-19,,1,Multiple entry/exit irregularities within 90-day period.
1991,4084,MMR37852859,Trafficking,High,Sindh Police CTD,2025-05-08,2026-04-12,1,Alert raised based on travel pattern analysis.
1992,71887,BGD15141295,Immigration Violation,Medium,NACTA,2025-04-23,2025-10-19,1,Multiple entry/exit irregularities within 90-day period.
1993,85818,SDN95400707,Criminal,Medium,UNHCR Referral,2025-01-09,2026-01-08,1,Document discrepancy detected during verification.
1994,120913,AFG15069200,Immigration Violation,Medium,Interpol NCB Islamabad,2025-10-10,2026-08-03,1,
1995,11848,AFG30608255,Security,High,ISI,2025-04-28,2025-12-10,1,Subject used altered travel documents.
1996,73232,PAK87021514,ECL,Critical,Border Security Force,2025-11-04,2027-07-22,1,Reported by foreign intelligence liaison.
1997,46283,PAK29807649,Trafficking,Critical,FIA Cyber Crime Wing,2025-08-13,2027-01-10,1,Associated with known smuggling network.
1998,55307,SOM51948976,Security,Critical,Sindh Police CTD,2025-05-10,2025-10-30,1,Tip-off received from confidential informant.
1999,119233,PAK47350300,Fraud,High,Punjab Police CTD,2025-07-14,2026-11-20,1,Financial transaction monitoring triggered alert.
2000,95224,PAK14448321,Trafficking,Critical,ANF (Anti-Narcotics Force),2025-06-21,2026-04-20,1,ECL match confirmed during departure screening.
2001,131255,AFG60274801,Security,Medium,FIA Cyber Crime Wing,2025-11-10,2027-06-12,0,Reported by foreign intelligence liaison.
2002,31846,BGD40398382,Immigration Violation,Medium,Ministry of Interior,2025-04-01,2026-06-05,1,Subject identified through biometric cross-match.
2003,76893,PAK71031782,Security,Critical,KP Police CTD,2025-05-27,,1,Multiple entry/exit irregularities within 90-day period.
2004,97419,PAK97627102,Criminal,High,ISI,2025-05-26,2027-02-25,1,Multiple entry/exit irregularities within 90-day period.
2005,100791,BGD22015287,Trafficking,Critical,Sindh Police CTD,2025-02-16,,1,Subject identified through biometric cross-match.
2006,44359,PAK58963991,ECL,High,IB (Intelligence Bureau),2025-03-02,,1,Document discrepancy detected during verification.
2007,116425,YEM91178706,Immigration Violation,Medium,FIA Immigration Wing,2025-02-14,2025-05-22,1,
2008,40883,EGY91987656,Trafficking,Critical,Sindh Police CTD,2025-09-03,2026-07-02,0,Associated with known smuggling network.
2009,114989,AFG52769082,Security,High,FIA Counter-Terrorism Wing,2025-12-22,2026-06-15,0,Associated with known smuggling network.
2010,46565,PAK81024443,Security,Medium,IB (Intelligence Bureau),2025-04-23,,1,Tip-off received from confidential informant.
2011,98206,PAK91810892,Fraud,High,FIA Cyber Crime Wing,2025-09-11,2027-04-03,1,ECL match confirmed during departure screening.
2012,40655,MMR81369811,Immigration Violation,High,NACTA,2025-11-02,2026-10-03,1,Subject flagged during routine screening at Jinnah International.
2013,35787,PAK72710334,Trafficking,Medium,NACTA,2025-04-24,2025-12-31,1,Multiple entry/exit irregularities within 90-day period.
2014,90078,PAK33971638,ECL,Medium,FIA Cyber Crime Wing,2025-08-07,2027-08-01,1,
2015,142714,AFG68200455,Fraud,Low,Ministry of Interior,2025-04-20,2026-04-21,1,Alert raised based on travel pattern analysis.
2016,99265,,Smuggling,Critical,Interpol NCB Islamabad,2025-09-28,2027-05-02,0,Subject flagged during routine screening at Jinnah International.
2017,47615,AFG65365011,Interpol,Critical,NACTA,2025-12-14,2026-06-30,1,ECL match confirmed during departure screening.
2018,99082,SYR55095800,Immigration Violation,High,Border Security Force,2025-12-25,2027-06-04,1,
2019,142833,PAK40672582,ECL,Medium,FIA Counter-Terrorism Wing,2025-01-19,2026-07-30,1,Alert raised based on travel pattern analysis.
2020,53160,IRN92315075,Immigration Violation,High,Balochistan Police,2025-11-27,2026-08-30,1,Repeated visa violations across multiple jurisdictions.
2021,37874,,Interpol,High,ISI,2025-07-22,2026-12-29,1,Subject linked to ongoing investigation case #16802.
2022,83169,PAK89789887,Lost Document,Low,Interpol NCB Islamabad,2025-11-04,,1,
2023,41669,UZB82547932,Immigration Violation,Low,Interpol NCB Islamabad,2025-03-28,,1,Subject identified through biometric cross-match.
2024,8413,BGD47521045,Smuggling,High,NAB (National Accountability Bureau),2025-06-09,,1,Interpol Red Notice reference: A-6636/2025.
2025,48678,MMR31595278,Immigration Violation,High,FIA Immigration Wing,2025-05-07,2026-01-25,1,Repeated visa violations across multiple jurisdictions.
2026,130096,ETH32212733,Immigration Violation,Medium,Punjab Police CTD,2025-05-10,2025-12-17,0,Subject flagged during routine screening at Wagah Border.
2027,27775,CHN31281990,Immigration Violation,High,Ministry of Interior,2025-09-10,2026-09-12,1,ECL match confirmed during departure screening.
2028,21254,,Smuggling,Critical,KP Police CTD,2025-04-09,2026-12-30,1,Interpol Red Notice reference: A-8868/2025.
2029,48863,IND39765778,Immigration Violation,Medium,NACTA,2025-03-23,,1,Subject linked to ongoing investigation case #11488.
2030,100707,IND34952138,Lost Document,High,NAB (National Accountability Bureau),2025-10-19,,1,Subject flagged during routine screening at Torkham Border.
2031,3350,PAK88868735,Immigration Violation,Low,Foreign Government Request,2025-10-02,,1,Subject flagged during routine screening at Islamabad Airport.
2032,17696,CHN59355299,Trafficking,High,ANF (Anti-Narcotics Force),2025-01-01,2025-05-13,1,
2033,20520,PAK59613815,Security,High,FIA Counter-Terrorism Wing,2025-04-03,,1,Financial transaction monitoring triggered alert.
2034,77471,SYR29156653,Security,High,Punjab Police CTD,2025-06-12,2025-11-19,1,Subject identified through biometric cross-match.
2035,113048,PAK78315398,Immigration Violation,Low,Interpol NCB Islamabad,2025-11-09,2026-08-04,1,Associated with known smuggling network.
2036,27148,,Security,High,FIA Counter-Terrorism Wing,2025-02-02,2026-04-12,1,Repeated visa violations across multiple jurisdictions.
2037,1712,PAK99446245,Security,Critical,Sindh Police CTD,2025-03-14,,1,Alert raised based on travel pattern analysis.
2038,78614,PAK17370737,Criminal,High,Border Security Force,2025-08-13,,0,Document discrepancy detected during verification.
2039,103916,AFG61567306,Interpol,Critical,Sindh Police CTD,2025-02-27,2027-02-04,1,Subject linked to ongoing investigation case #15559.
2040,88832,AFG82325162,Immigration Violation,Medium,FIA Counter-Terrorism Wing,2025-08-10,,1,ECL match confirmed during departure screening.
2041,147726,PAK85537043,Lost Document,Medium,Sindh Police CTD,2025-10-21,2026-10-23,1,Interpol Red Notice reference: A-8867/2025.
2042,9157,,Immigration Violation,Medium,FIA Counter-Terrorism Wing,2025-08-12,2026-03-15,1,Associated with known smuggling network.
2043,81944,PAK43650179,ECL,High,KP Police CTD,2025-08-27,,1,Subject flagged during routine screening at Islamabad Airport.
2044,18525,PAK51960297,Trafficking,Medium,Sindh Police CTD,2025-01-19,,1,Subject flagged during routine screening at Islamabad Airport.
2045,71750,IRQ22860480,Security,High,Ministry of Interior,2025-03-23,2025-11-24,1,
2046,117153,PAK17256637,Security,Medium,FIA Immigration Wing,2025-03-04,2026-06-10,0,Subject identified through biometric cross-match.
2047,71722,AFG96450014,Immigration Violation,Medium,Border Security Force,2025-05-21,2026-06-13,1,Repeated visa violations across multiple jurisdictions.
2048,130985,,Lost Document,Low,Border Security Force,2025-03-10,,1,Associated with known smuggling network.
2049,142208,EGY82141145,Security,High,Foreign Government Request,2025-11-11,2026-05-13,1,Subject flagged during routine screening at Allama Iqbal Airport.
2050,76924,PAK26807338,Immigration Violation,High,NAB (National Accountability Bureau),2025-01-17,2025-05-16,0,Multiple entry/exit irregularities within 90-day period.
2051,73767,SYR43105748,Security,Critical,NAB (National Accountability Bureau),2025-01-22,2026-12-21,0,Subject flagged during routine screening at Torkham Border.
2052,69426,SOM22843631,Criminal,High,Border Security Force,2025-04-23,,1,Associated with known smuggling network.
2053,149647,AFG29274809,Interpol,Medium,ISI,2025-11-02,2026-04-03,1,
2054,46625,PAK89945267,Immigration Violation,Low,Sindh Police CTD,2025-08-15,2026-11-14,1,
2055,100809,SYR53173914,Criminal,High,Sindh Police CTD,2025-10-23,2026-05-07,1,Document discrepancy detected during verification.
2056,82578,PAK88002032,ECL,Critical,Foreign Government Request,2025-06-16,2026-01-18,0,Subject used altered travel documents.
2057,16844,YEM77127808,Immigration Violation,Medium,KP Police CTD,2025-05-21,2025-12-05,1,Subject used altered travel documents.
2058,123364,DEU24422639,Security,Critical,KP Police CTD,2025-05-11,2026-04-09,1,
2059,94660,AFG68128802,Interpol,Critical,NACTA,2025-05-08,,1,Document discrepancy detected during verification.
2060,58960,PAK85094726,Immigration Violation,Low,KP Police CTD,2025-07-25,2026-04-06,1,ECL match confirmed during departure screening.
2061,90,AFG48735464,Security,High,Balochistan Police,2025-08-28,,1,ECL match confirmed during departure screening.
2062,15499,PAK17659574,ECL,Critical,IB (Intelligence Bureau),2025-02-13,2025-12-31,1,Financial transaction monitoring triggered alert.
2063,18259,,Security,High,ISI,2025-03-24,2025-09-20,1,Subject identified through biometric cross-match.
2064,15606,SOM71907953,Security,Medium,NACTA,2025-05-03,2026-11-18,1,Subject used altered travel documents.
2065,100187,BGD40408835,Immigration Violation,Critical,NAB (National Accountability Bureau),2025-05-19,2026-01-25,0,Subject used altered travel documents.
2066,21739,PAK70095795,Immigration Violation,Critical,NACTA,2025-05-02,2027-02-07,1,Subject linked to ongoing investigation case #32736.
2067,147270,AFG36365681,Trafficking,Low,Border Security Force,2025-06-02,2027-02-17,1,Subject used altered travel documents.
2068,15170,PAK13942641,Trafficking,High,Sindh Police CTD,2025-04-16,2027-04-04,0,Document discrepancy detected during verification.
2069,78331,BGD10492400,Lost Document,Low,Interpol NCB Islamabad,2025-04-10,2026-05-31,1,
2070,48456,MMR53836500,Lost Document,Low,FIA Counter-Terrorism Wing,2025-10-28,2026-02-16,1,ECL match confirmed during departure screening.
2071,70494,AFG75570647,Immigration Violation,Medium,FIA Cyber Crime Wing,2025-09-15,2026-04-24,0,Interpol Red Notice reference: A-8790/2025.
2072,142455,SYR53185265,Immigration Violation,Low,FIA Cyber Crime Wing,2025-07-17,2026-12-29,0,Subject linked to ongoing investigation case #82009.
2073,30749,IRQ67994566,Immigration Violation,Low,Balochistan Police,2025-09-18,2026-01-31,1,Alert raised based on travel pattern analysis.
2074,108031,,Security,High,Interpol NCB Islamabad,2025-10-14,2026-12-23,1,ECL match confirmed during departure screening.
2075,6442,SOM55477820,Immigration Violation,High,IB (Intelligence Bureau),2025-08-24,2027-02-15,1,
2076,7328,PAK56691632,Immigration Violation,Medium,Balochistan Police,2025-03-06,2026-12-13,1,Alert raised based on travel pattern analysis.
2077,52971,NPL80740535,Criminal,High,Punjab Police CTD,2025-11-03,2026-06-17,1,Subject flagged during routine screening at Chaman Border.
2078,57630,AFG96581054,Immigration Violation,High,FIA Cyber Crime Wing,2025-04-13,2026-12-05,1,Tip-off received from confidential informant.
2079,80701,PAK74023945,Smuggling,High,Foreign Government Request,2025-07-06,2026-06-08,1,Associated with known smuggling network.
2080,119577,TJK53703706,Fraud,High,NACTA,2025-12-27,2026-07-04,1,Alert raised based on travel pattern analysis.
2081,30787,AFG87379652,Lost Document,Medium,UNHCR Referral,2025-10-03,2027-03-20,1,Interpol Red Notice reference: A-1700/2025.
2082,13726,PAK86661154,ECL,Critical,ANF (Anti-Narcotics Force),2025-12-24,,1,ECL match confirmed during departure screening.
2083,135817,IND47137199,Immigration Violation,Low,IB (Intelligence Bureau),2025-11-04,2026-11-10,1,Reported by foreign intelligence liaison.
2084,30628,IND98513805,Lost Document,Medium,Foreign Government Request,2025-11-12,2027-07-27,1,Subject linked to ongoing investigation case #78599.
2085,21718,PHL85638626,Security,Low,NACTA,2025-08-02,,1,Subject identified through biometric cross-match.
2086,59201,,Security,High,Sindh Police CTD,2025-07-27,2026-11-02,1,Repeated visa violations across multiple jurisdictions.
2087,110000,PAK43310683,Immigration Violation,High,Interpol NCB Islamabad,2025-07-22,2027-01-19,1,Document discrepancy detected during verification.
2088,139957,AFG37005888,Fraud,High,IB (Intelligence Bureau),2025-05-27,,1,Associated with known smuggling network.
2089,114522,PAK14835004,ECL,Medium,Ministry of Interior,2025-12-19,2027-07-08,0,Document discrepancy detected during verification.
2090,93749,PAK43251490,Security,Critical,Ministry of Interior,2025-11-04,2027-01-22,1,
2091,46751,PAK37568611,Immigration Violation,Medium,NAB (National Accountability Bureau),2025-01-19,2026-04-20,1,Subject flagged during routine screening at Allama Iqbal Airport.
2092,47393,IND94187717,Lost Document,Medium,UNHCR Referral,2025-12-07,2026-11-17,1,Document discrepancy detected during verification.
2093,34387,PAK40190505,ECL,High,UNHCR Referral,2025-04-13,2026-11-11,1,Subject used altered travel documents.
2094,42217,,Smuggling,Medium,Interpol NCB Islamabad,2025-05-27,2026-02-25,0,
2095,31669,EGY57278355,Security,High,FIA Counter-Terrorism Wing,2025-03-21,2025-09-03,1,Subject linked to ongoing investigation case #65755.
2096,75757,SYR28353704,Security,Critical,IB (Intelligence Bureau),2025-12-09,2026-09-22,1,Subject used altered travel documents.
2097,129558,AFG64094285,Interpol,Critical,Punjab Police CTD,2025-08-09,2026-09-28,1,Subject identified through biometric cross-match.
2098,57595,SSD83070440,Interpol,High,IB (Intelligence Bureau),2025-09-13,2027-04-27,1,
2099,101973,AFG82428048,Criminal,Critical,IB (Intelligence Bureau),2025-07-20,2027-03-21,1,Financial transaction monitoring triggered alert.
2100,142484,PAK46701187,ECL,Medium,Punjab Police CTD,2025-12-09,2026-06-22,1,Repeated visa violations across multiple jurisdictions.
2101,131225,AFG79093577,Security,High,Balochistan Police,2025-11-16,2026-06-04,1,Subject used altered travel documents.
2102,118870,PAK85567276,Immigration Violation,Medium,NAB (National Accountability Bureau),2025-02-20,2026-12-13,1,Alert raised based on travel pattern analysis.
2103,129229,AFG41415498,Interpol,High,Interpol NCB Islamabad,2025-04-14,2025-12-18,1,Document discrepancy detected during verification.
2104,47929,PAK93178330,Fraud,Critical,FIA Cyber Crime Wing,2025-03-15,2025-09-02,1,Multiple entry/exit irregularities within 90-day period.
2105,78080,SYR89129494,Smuggling,Critical,IB (Intelligence Bureau),2025-11-16,,1,
2106,132948,AFG29351785,Security,Low,FIA Counter-Terrorism Wing,2025-07-26,,1,Document discrepancy detected during verification.
2107,149144,CAN28607240,Immigration Violation,High,Interpol NCB Islamabad,2025-04-08,,1,Associated with known smuggling network.
2108,142040,PAK21723608,Smuggling,Critical,Interpol NCB Islamabad,2025-10-20,2026-08-13,1,
2109,123609,AUS66886369,Trafficking,Medium,Foreign Government Request,2025-05-27,,1,Repeated visa violations across multiple jurisdictions.
2110,138190,IND79216906,Immigration Violation,Low,IB (Intelligence Bureau),2025-01-04,2025-11-20,1,
2111,86947,PAK51013126,Security,High,IB (Intelligence Bureau),2025-11-15,2026-03-20,0,Associated with known smuggling network.
2112,54218,AFG49004484,Interpol,Critical,Balochistan Police,2025-06-07,,1,Repeated visa violations across multiple jurisdictions.
2113,91026,IND35620403,Fraud,High,Balochistan Police,2025-08-16,2027-03-15,1,Associated with known smuggling network.
2114,123243,PAK84856405,Immigration Violation,Medium,NAB (National Accountability Bureau),2025-07-21,2026-04-07,1,Tip-off received from confidential informant.
2115,82259,PAK87708693,Immigration Violation,High,Border Security Force,2025-03-21,2026-03-22,1,Subject used altered travel documents.
2116,115280,PAK28871237,Immigration Violation,High,Ministry of Interior,2025-05-12,2026-09-09,1,Interpol Red Notice reference: A-7149/2025.
2117,80622,PAK22038128,Immigration Violation,Low,FIA Cyber Crime Wing,2025-11-13,2026-10-17,1,Tip-off received from confidential informant.
2118,59383,AFG54844883,Trafficking,Medium,NACTA,2025-04-14,2026-04-01,0,
2119,141502,AFG31569859,Interpol,High,Punjab Police CTD,2025-12-03,2026-06-18,1,Multiple entry/exit irregularities within 90-day period.
2120,41897,AFG17964812,Immigration Violation,Critical,Sindh Police CTD,2025-04-14,2026-04-09,1,Alert raised based on travel pattern analysis.
2121,121101,SDN94543064,Security,Critical,NACTA,2025-08-23,2026-09-16,1,Subject identified through biometric cross-match.
2122,23527,AFG50047607,Interpol,High,UNHCR Referral,2025-08-14,2027-02-08,0,Reported by foreign intelligence liaison.
2123,120990,AFG62890703,Immigration Violation,Low,FIA Counter-Terrorism Wing,2025-09-11,2026-01-14,1,Subject linked to ongoing investigation case #26263.
2124,15439,AFG90327496,Criminal,Critical,Border Security Force,2025-08-08,2027-07-25,0,ECL match confirmed during departure screening.
2125,126379,PAK57878603,Fraud,High,Interpol NCB Islamabad,2025-04-03,2026-02-12,1,Repeated visa violations across multiple jurisdictions.
2126,74684,AFG98983968,Immigration Violation,Low,NACTA,2025-02-07,2026-09-02,1,Alert raised based on travel pattern analysis.
2127,140830,PAK89116273,Fraud,High,Sindh Police CTD,2025-05-23,2026-01-03,1,Repeated visa violations across multiple jurisdictions.
2128,5796,PAK85454269,ECL,Medium,NAB (National Accountability Bureau),2025-01-28,2026-01-18,0,ECL match confirmed during departure screening.
2129,78191,AFG43859233,Interpol,Critical,NAB (National Accountability Bureau),2025-06-04,,0,Document discrepancy detected during verification.
2130,94949,AFG53410689,Security,High,ISI,2025-02-06,2026-05-20,1,Associated with known smuggling network.
2131,14204,PAK65137583,Trafficking,High,FIA Immigration Wing,2025-02-19,2025-06-25,0,Subject used altered travel documents.
2132,62099,,Immigration Violation,High,Border Security Force,2025-11-03,2026-11-07,1,Subject identified through biometric cross-match.
2133,112960,PAK12671710,Immigration Violation,Low,Balochistan Police,2025-09-18,2027-01-20,1,Multiple entry/exit irregularities within 90-day period.
2134,128743,AFG26770587,Security,Critical,Ministry of Interior,2025-12-10,2027-07-08,1,Financial transaction monitoring triggered alert.
2135,131276,PAK19532146,ECL,High,IB (Intelligence Bureau),2025-11-22,2027-05-31,1,Alert raised based on travel pattern analysis.
2136,76286,NGA98407793,Lost Document,Medium,KP Police CTD,2025-07-03,,1,Reported by foreign intelligence liaison.
2137,30923,TJK61730664,Criminal,Critical,UNHCR Referral,2025-07-22,2026-06-15,1,Reported by foreign intelligence liaison.
2138,94346,PAK76505235,Immigration Violation,High,Punjab Police CTD,2025-11-18,2027-09-05,0,ECL match confirmed during departure screening.
2139,20468,PAK55486730,Criminal,Medium,Ministry of Interior,2025-07-14,,1,Tip-off received from confidential informant.
2140,34049,,ECL,High,IB (Intelligence Bureau),2025-09-25,2026-07-04,1,Tip-off received from confidential informant.
2141,132948,AFG29351785,Security,Critical,FIA Immigration Wing,2025-02-05,2026-05-14,1,Subject used altered travel documents.
2142,130097,PAK65031707,Security,High,Sindh Police CTD,2025-03-14,2026-08-14,0,Subject flagged during routine screening at Chaman Border.
2143,110879,AFG37842455,Interpol,High,ANF (Anti-Narcotics Force),2025-05-01,2025-08-02,1,Tip-off received from confidential informant.
2144,147583,YEM36003666,Security,Critical,ANF (Anti-Narcotics Force),2025-01-14,,1,
2145,68467,PAK44065024,Smuggling,Critical,NACTA,2025-06-28,2025-11-10,0,Interpol Red Notice reference: A-9203/2025.
2146,123286,PAK32580538,Immigration Violation,High,FIA Immigration Wing,2025-08-16,2026-04-22,1,Repeated visa violations across multiple jurisdictions.
2147,48175,TJK11719733,Security,Medium,FIA Counter-Terrorism Wing,2025-12-18,,1,Tip-off received from confidential informant.
